method,method_label,mask_mode,seed,run_dir,checkpoint_episode,checkpoint_path,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,attn_leakage_per_call,attn_calls,attn_entropy_mean,inactive_action_abs_mean
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,74.60215402538024,2.6181537143413975,0.5273981630012349,0.1408487036501189,2.7999677109417007,0.3914583516339881,0.07331009341668646,0.034815150177377234,2.873277804358387,0.37809985714388006,1.9584208747869458,0.23689546387655838,9.0,20,nan,0.0,2.338251652340583,0.6052874201189273
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,76.05031138459842,2.52911013530394,0.482947689844378,0.1471728853026907,2.8568151347505633,0.38467932261353854,0.047087339876656135,0.02128429686590372,2.9039024746272193,0.38964152158200016,2.029013814894068,0.2247400184284872,10.0,20,nan,0.0,2.3218728241291853,0.6033984699514177
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,75.46625504060225,2.7614337122605064,0.49399114014506046,0.09168249581364257,2.9452513315261273,0.30686596755462103,0.0621897413110349,0.018416729812311263,3.0074410728371626,0.30661220657583943,2.083184246153916,0.1814346612598107,11.0,20,nan,0.0,2.3067025597181803,0.6002712945491947
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,77.63072972165213,2.557163395895621,0.5419659060207431,0.1480350744213701,2.653001897715238,0.3738432697574766,0.05380418469109376,0.01887095497317767,2.706806082406332,0.3673112890242756,1.9188091115794048,0.25592940296532385,12.0,20,nan,0.0,2.331779133068408,0.5590570339450129
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,77.3958277237721,1.8477774314571909,0.5049981861153366,0.10030072938243806,2.62788302463997,0.25565962572582185,0.0477982761116225,0.010571102392732394,2.6756813007515916,0.25040046269676297,1.9236663118257096,0.17325504328058947,13.0,20,nan,0.0,2.31906077369559,0.5460326116848615
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,77.69053154786427,1.6708341961674125,0.42614377303805495,0.0697426943575862,2.8016739055989297,0.2742049321295014,0.04571531886306091,0.010971601484269454,2.847389224461991,0.2679841869692385,2.0385209581175014,0.1730904368685423,14.0,20,nan,0.0,2.2939637259951704,0.5551475276549657
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,77.21561695098876,2.137872640284674,0.4381140709484299,0.10063385525321661,2.7096738410977355,0.20541499664780916,0.052914409666988835,0.011828692977711571,2.7625882507647246,0.20583514596037011,1.973070192544883,0.14881748627784416,15.0,20,nan,0.0,2.3121240140228974,0.5267276487527071
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,76.99768844246864,2.057695778700311,0.3963487234848813,0.08866251995413817,2.575668543592161,0.22380106499716465,0.052889265802278006,0.016812379835995744,2.628557809394439,0.21831116383964538,1.905359926681728,0.1609518378456512,16.0,20,nan,0.0,2.3169870618669712,0.5051730921344152
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,76.76582554274916,1.5947900025085577,0.5048785120973798,0.11005845628128565,2.713157871472916,0.15500170777438094,0.05103088226980498,0.013339030046253012,2.764188753742721,0.14836391132571636,1.9613309634427665,0.12170587053539271,17.0,20,nan,0.0,2.3306200441156255,0.4955873679401528
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,77.44957217728648,1.77710001225518,0.44497890434864384,0.07725141327554079,2.687253606363581,0.18787809255891375,0.05290655201519336,0.012009883791846502,2.7401601583787736,0.18405427661498164,1.9657684750200572,0.13101401976925797,18.0,20,nan,0.0,2.3259837310944422,0.49155631026736013
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,76.6715013688071,1.8935577746050634,0.39405160481741347,0.06627095462576287,2.7820076712777215,0.13553978824424598,0.053893114976044855,0.007788335525798045,2.8359007862537666,0.13550796808993004,2.0275816835921523,0.10661282854406348,19.0,20,nan,0.0,2.3155736139318983,0.4896159174466374
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,77.38503395557403,1.7541876018263545,0.4310753231251073,0.07819804706070786,2.74504637328104,0.13176423903072385,0.056418500679069374,0.012132022593863237,2.8014648739601093,0.1316650004966028,1.9878567770310578,0.10577470258083661,20.0,20,nan,0.0,2.3327641783068414,0.47167336636119417
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,76.80058021696786,1.5096355672353658,0.42784595511199647,0.07713864784497299,2.7194332780255364,0.15071961290320066,0.05157847981961794,0.011356991942239037,2.7710117578451543,0.145846983655322,1.965919524429322,0.10993510188327399,21.0,20,nan,0.0,2.34632464556909,0.45988455377979043
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,76.53078662120936,1.4760414825197525,0.38777258919980856,0.07005245635907684,2.7370529554393306,0.12951271019231225,0.052055919720187784,0.008143565383724146,2.789108875159518,0.1262471036494224,1.9606696285052627,0.10680739124782881,22.0,20,nan,0.0,2.351695560566226,0.460843287822273
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,76.01631061443383,1.335741016823372,0.37220441393198084,0.055812539403201654,2.8100572507084016,0.1107781956339061,0.06738171885429342,0.012482477045474559,2.8774389695626956,0.10827181914981485,2.01834102519681,0.08296412662452761,23.0,20,nan,0.0,2.3461131010591334,0.45144030437583016
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,76.51858114666409,1.3077787705985804,0.3796544645346747,0.059921634576264225,2.7755029274803045,0.13914970938821175,0.06964844676325596,0.010205967352982109,2.8451513742435606,0.13743972387790473,2.00359914798954,0.09019596341293402,24.0,20,nan,0.0,2.354184063088373,0.46862510757313836
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,75.73824570210775,1.0968190013858132,0.33623231875370246,0.03030571354461145,2.7477555223709262,0.13756925395272818,0.08346893013274445,0.010028661588964831,2.8312244525036703,0.1383115613661724,1.9780848528207966,0.07435400999736076,25.0,20,nan,0.0,2.373677499979083,0.4838444213734733
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,76.29420349903596,1.1148200530354355,0.35091959665178396,0.06078828410243033,2.7318713476820076,0.10224878061156668,0.06175111486172291,0.007467102757657445,2.7936224625437305,0.09995034900031319,1.9937248118643278,0.06341236852151189,26.0,20,nan,0.0,2.3558564720502315,0.5014076098799706
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,77.27746720255158,0.6401501162088319,0.343848113867612,0.04286612245460023,2.6798092150544432,0.08217232248357158,0.06709581500788063,0.006640042621765295,2.746905030062324,0.0810775572640711,1.9853464875503497,0.05202802839227489,27.0,20,nan,0.0,2.358668254063429,0.49771892977533516
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,77.43050438335965,0.47152531064209713,0.36401618544942443,0.04167722963383776,2.657418963911815,0.0671138774736335,0.061498687668620086,0.007045745661677734,2.7189176515804347,0.06346334695595278,1.967290536254724,0.04801608633943242,28.0,20,nan,0.0,2.3603278981124767,0.5133192458914386
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,77.42324753465324,0.4541960063129865,0.3891219527117894,0.019923129663769256,2.6685998205911097,0.05189907971860725,0.07730515697912355,0.006263994895612375,2.745904977570233,0.0504044676179543,1.9651196594427833,0.03427507689205707,29.0,20,nan,0.0,2.370879030752866,0.5120481313723657
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,77.54226551479765,0.31682014902869715,0.36161426185042733,0.010768764960219186,2.659016683047142,0.01163285093835584,0.07258508461008853,0.005247608095000513,2.731601767657231,0.013856387526765079,1.9642494364804335,0.007611772043693548,30.0,20,nan,0.0,2.3725273629762436,nan
